,name,company,year,Price,kms_driven,fuel_type
436,Ford EcoSport,Ford,2013,495000.0,38000.0,Diesel
437,Tata Indigo,Tata,2016,125000.0,70000.0,Diesel
438,Hyundai i20,Hyundai,2010,195000.0,36000.0,Petrol
439,Volkswagen Vento,Volkswagen,2015,550000.0,34000.0,Diesel
440,Renault Kwid,Renault,2015,270000.0,43000.0,Petrol
442,Ford EcoSport,Ford,2014,500000.0,40000.0,Diesel
443,Honda Amaze,Honda,2016,240000.0,160000.0,Diesel
444,Hyundai Verna,Hyundai,2017,800000.0,12000.0,Petrol
445,BMW 5,BMW,2011,1299000.0,49000.0,Diesel
446,Skoda Superb,Skoda,2011,530000.0,68000.0,Petrol
447,Audi Q3,Audi,2013,1499000.0,37000.0,Diesel
448,Mahindra Bolero,Mahindra,2012,220000.0,59466.0,Diesel
450,Mahindra Scorpio,Mahindra,2015,900000.0,97200.0,Diesel
451,Ford Figo,Ford,2012,250000.0,99000.0,Diesel
452,Maruti Suzuki,Maruti,2018,395000.0,25500.0,Petrol
453,Mahindra Logan,Mahindra,2009,130000.0,66000.0,Petrol
454,Tata Nano,Tata,2010,32000.0,44005.0,Petrol
455,Mahindra TUV300,Mahindra,2016,540000.0,35000.0,Diesel
456,Mahindra TUV300,Mahindra,2016,540000.0,35000.0,Diesel
457,Hyundai Elite,Hyundai,2015,405000.0,28000.0,Petrol
458,Hyundai Elite,Hyundai,2015,400000.0,30000.0,Petrol
459,Honda City,Honda,2017,760000.0,4000.0,Petrol
460,Maruti Suzuki,Maruti,2016,500000.0,28000.0,Petrol
461,Ford Figo,Ford,2011,175000.0,75000.0,Petrol
462,Mahindra Scorpio,Mahindra,2015,900000.0,97200.0,Diesel
463,Honda City,Honda,2017,750000.0,3000.0,Petrol
464,Hyundai Elite,Hyundai,2015,419000.0,20000.0,Petrol
465,Maruti Suzuki,Maruti,2004,90000.0,50000.0,Petrol
466,Hyundai Eon,Hyundai,2018,140000.0,2110.0,Petrol
467,Mitsubishi Pajero,Mitsubishi,2015,1540000.0,43222.0,Petrol
468,Hyundai i10,Hyundai,2008,275000.0,100200.0,Petrol
469,Toyota Corolla,Toyota,2003,150000.0,100000.0,Petrol
470,Maruti Suzuki,Maruti,2011,230000.0,65.0,Petrol
471,Tata Indigo,Tata,2015,123000.0,100000.0,Diesel
472,Mahindra Scorpio,Mahindra,2015,900000.0,97200.0,Diesel
473,Mahindra Scorpio,Mahindra,2015,900000.0,97200.0,Diesel
474,Hyundai Xcent,Hyundai,2016,300000.0,140000.0,Diesel
475,Honda City,Honda,2015,499999.0,55000.0,Petrol
476,Hyundai Accent,Hyundai,2009,165000.0,48000.0,Petrol
477,Maruti Suzuki,Maruti,2016,498000.0,22000.0,Petrol
478,Tata Zest,Tata,2018,480000.0,103553.0,Diesel
479,Maruti Suzuki,Maruti,2017,488000.0,80000.0,Diesel
480,Tata Sumo,Tata,2014,250000.0,99000.0,Diesel
481,Toyota Corolla,Toyota,2010,220000.0,58000.0,Petrol
483,Toyota Fortuner,Toyota,2015,1525000.0,120000.0,Diesel
484,Mahindra XUV500,Mahindra,2013,548900.0,49800.0,Diesel
485,Tata Tigor,Tata,2019,650000.0,100.0,Diesel
486,Maruti Suzuki,Maruti,2001,55000.0,81876.0,Petrol
487,Maruti Suzuki,Maruti,2015,550000.0,75000.0,Petrol
488,Maruti Suzuki,Maruti,2004,90000.0,50000.0,Petrol
489,Honda Mobilio,Honda,2014,399000.0,44000.0,Diesel
490,Maruti Suzuki,Maruti,2016,730000.0,55000.0,Diesel
491,Maruti Suzuki,Maruti,2017,725000.0,36000.0,Diesel
492,Hyundai Verna,Hyundai,2016,195000.0,56000.0,Diesel
493,Maruti Suzuki,Maruti,2007,130000.0,62000.0,Petrol
494,Toyota Fortuner,Toyota,2015,1525000.0,120000.0,Diesel
495,Maruti Suzuki,Maruti,2014,190000.0,6020.0,Petrol
496,Honda Amaze,Honda,2013,250000.0,55700.0,Diesel
497,Tata Indica,Tata,2005,80000.0,42000.0,Petrol
498,Hyundai Santro,Hyundai,2003,120000.0,50000.0,Petrol
499,Maruti Suzuki,Maruti,2010,149000.0,35000.0,Petrol
500,Maruti Suzuki,Maruti,2014,250000.0,18500.0,Petrol
501,Maruti Suzuki,Maruti,2007,120000.0,7000.0,Petrol
502,Honda Brio,Honda,2017,450000.0,11000.0,Petrol
504,Maruti Suzuki,Maruti,2003,99999.0,53000.0,Petrol
505,Maruti Suzuki,Maruti,2008,135000.0,23000.0,Petrol
506,Maruti Suzuki,Maruti,2016,225000.0,35500.0,Diesel
507,Maruti Suzuki,Maruti,2010,99000.0,22134.0,Petrol
508,Renault Kwid,Renault,2019,370000.0,1000.0,Petrol
509,Tata Nano,Tata,2010,52000.0,9000.0,Petrol
510,Jaguar XE,Jaguar,2016,2800000.0,8500.0,Petrol
512,Hyundai Eon,Hyundai,2014,190000.0,35000.0,Petrol
513,Honda City,Honda,2014,499000.0,22000.0,Petrol
514,Hindustan Motors,Hindustan,2002,90000.0,25000.0,Diesel
515,Maruti Suzuki,Maruti,2010,149000.0,40000.0,Petrol
516,Hyundai Grand,Hyundai,2017,400000.0,20000.0,Petrol
517,Hyundai Eon,Hyundai,2016,120000.0,87000.0,Petrol
518,Maruti Suzuki,Maruti,2015,250000.0,55000.0,Petrol
519,Maruti Suzuki,Maruti,2017,375000.0,23000.0,Petrol
520,Honda Amaze,Honda,2014,381000.0,6000.0,Petrol
521,Maruti Suzuki,Maruti,2013,180000.0,65000.0,Petrol
522,Maruti Suzuki,Maruti,2016,580000.0,25000.0,Diesel
523,Maruti Suzuki,Maruti,2015,278000.0,39000.0,Petrol
525,Hyundai Creta,Hyundai,2016,1000000.0,8000.0,Petrol
526,Mahindra Scorpio,Mahindra,2013,690000.0,75000.0,Diesel
527,Maruti Suzuki,Maruti,2012,480000.0,51000.0,Diesel
528,Mitsubishi Lancer,Mitsubishi,2006,85000.0,50000.0,Petrol
529,Maruti Suzuki,Maruti,2001,40000.0,75000.0,Petrol
530,Maruti Suzuki,Maruti,2015,90000.0,55800.0,Petrol
531,Hyundai Grand,Hyundai,2015,340000.0,53000.0,Petrol
532,Hyundai Eon,Hyundai,2018,260000.0,25000.0,Petrol
533,Ford Fiesta,Ford,2009,250000.0,56400.0,Petrol
534,Maruti Suzuki,Maruti,2010,180000.0,72160.0,Diesel
535,Hyundai Verna,Hyundai,2012,350000.0,10000.0,Diesel
536,Maruti Suzuki,Maruti,2006,90001.0,48000.0,Petrol
537,Maruti Suzuki,Maruti,2007,115000.0,36000.0,Petrol
538,Audi A6,Audi,2012,1599000.0,11500.0,Diesel
539,Maruti Suzuki,Maruti,2003,130000.0,133000.0,Petrol
540,Maruti Suzuki,Maruti,2009,159000.0,27000.0,Petrol
541,Maruti Suzuki,Maruti,2009,160000.0,35000.0,Petrol
542,Maruti Suzuki,Maruti,2010,110000.0,55000.0,Petrol
543,Maruti Suzuki,Maruti,2016,425000.0,40000.0,Petrol
544,Hyundai Verna,Hyundai,2019,900000.0,2000.0,Petrol
545,Maruti Suzuki,Maruti,2009,150000.0,45000.0,Petrol
546,Hyundai Getz,Hyundai,2009,110000.0,20000.0,Petrol
547,Hyundai Santro,Hyundai,2000,51999.0,88000.0,Petrol
548,Hyundai Getz,Hyundai,2009,115000.0,20000.0,Petrol
549,Chevrolet Beat,Chevrolet,2012,215000.0,65422.0,Diesel
550,Ford EcoSport,Ford,2017,580000.0,10000.0,Petrol
551,Maruti Suzuki,Maruti,2013,380000.0,35000.0,Petrol
552,Hyundai Fluidic,Hyundai,2013,350000.0,117000.0,Diesel
553,Tata Indica,Tata,2005,35000.0,150000.0,Diesel
554,BMW X1,BMW,2011,1150000.0,72000.0,Diesel
555,Hyundai i20,Hyundai,2010,300000.0,10750.0,Petrol
556,Honda City,Honda,2009,269000.0,55000.0,Petrol
557,Tata Nano,Tata,2013,60000.0,6800.0,Petrol
558,Chevrolet Cruze,Chevrolet,2014,400000.0,41000.0,Diesel
559,Hyundai Verna,Hyundai,2015,430000.0,73000.0,Diesel
561,Maruti Suzuki,Maruti,2011,140000.0,65000.0,Diesel
563,Mahindra XUV500,Mahindra,2018,1299000.0,40000.0,Diesel
564,Maruti Suzuki,Maruti,2014,199000.0,37000.0,Petrol
565,Hyundai Accent,Hyundai,2006,90000.0,55000.0,Petrol
566,Force Motors,Force,2013,550000.0,140000.0,Diesel
568,Maruti Suzuki,Maruti,2019,265000.0,9800.0,Petrol
569,Chevrolet Spark,Chevrolet,2011,100000.0,27000.0,Petrol
570,Hyundai i10,Hyundai,2009,215000.0,27000.0,Petrol
571,Toyota Etios,Toyota,2012,380000.0,20000.0,Diesel
572,Renault Duster,Renault,2013,401919.0,57923.0,Diesel
573,Chevrolet Enjoy,Chevrolet,2014,490000.0,30201.0,Diesel
574,Maruti Suzuki,Maruti,2017,280000.0,6200.0,Petrol
575,BMW 5,BMW,2009,650000.0,37518.0,Petrol
576,Toyota Etios,Toyota,2014,160000.0,24652.0,Petrol
577,Mahindra Jeep,Mahindra,2004,424000.0,383.0,Diesel
578,Chevrolet Beat,Chevrolet,2016,225000.0,95000.0,Diesel
579,Chevrolet Cruze,Chevrolet,2011,350000.0,35000.0,Diesel
580,Jeep Wrangler,Jeep,2015,950000.0,3528.0,Diesel
581,Maruti Suzuki,Maruti,2013,485000.0,52500.0,Diesel
582,Hyundai Verna,Hyundai,2010,205000.0,47900.0,Diesel
583,Maruti Suzuki,Maruti,2012,160000.0,14000.0,Petrol
584,Maruti Suzuki,Maruti,2018,310000.0,37000.0,Petrol
585,Tata Zest,Tata,2017,180000.0,90000.0,Diesel
586,Mahindra XUV500,Mahindra,2013,549900.0,52800.0,Diesel
587,Tata Indigo,Tata,2016,150000.0,104000.0,Diesel
588,Hyundai i10,Hyundai,2011,175000.0,30000.0,Petrol
589,Tata Indigo,Tata,2014,95000.0,195000.0,Diesel
590,Tata Indigo,Tata,2016,230000.0,104000.0,Diesel
591,Tata Indigo,Tata,2016,230000.0,104000.0,Diesel
592,Tata Indigo,Tata,2004,180000.0,70000.0,Diesel
594,Hyundai Xcent,Hyundai,2015,400000.0,43000.0,Diesel
595,Hyundai Eon,Hyundai,2013,185000.0,23000.0,Petrol
596,Renault Duster,Renault,2015,385000.0,51000.0,Diesel
597,Maruti Suzuki,Maruti,2009,90000.0,62000.0,Petrol
598,Tata Nano,Tata,2010,32000.0,48008.0,Petrol
600,Renault Duster,Renault,2013,435000.0,39000.0,Diesel
601,Maruti Suzuki,Maruti,2010,225000.0,40000.0,Petrol
602,Maruti Suzuki,Maruti,2006,189700.0,48247.0,Petrol
603,Maruti Suzuki,Maruti,2012,389700.0,39000.0,Diesel
604,Maruti Suzuki,Maruti,2014,365000.0,23000.0,Petrol
605,Maruti Suzuki,Maruti,2017,360000.0,9400.0,Petrol
606,Hyundai i20,Hyundai,2010,210000.0,50000.0,Petrol
607,Hyundai i10,Hyundai,2009,170000.0,75000.0,Petrol
609,Tata Zest,Tata,2017,380000.0,70000.0,Diesel
610,Mahindra Xylo,Mahindra,2009,295000.0,64000.0,Diesel
611,Toyota Corolla,Toyota,2010,185000.0,55000.0,Petrol
615,Renault Kwid,Renault,2018,290000.0,2137.0,Petrol
617,Tata Venture,Tata,2013,100000.0,30000.0,Diesel
618,Maruti Suzuki,Maruti,2014,315000.0,44000.0,Petrol
620,Skoda Octavia,Skoda,2006,114990.0,65000.0,Diesel
622,Chevrolet Beat,Chevrolet,2011,125000.0,56000.0,Diesel
623,Tata Sumo,Tata,2012,210000.0,75000.0,Diesel
625,Hyundai Verna,Hyundai,2018,855000.0,42000.0,Diesel
626,Tata Sumo,Tata,2012,210000.0,75000.0,Diesel
627,Mahindra Scorpio,Mahindra,2007,260000.0,56000.0,Diesel
628,Maruti Suzuki,Maruti,2002,95000.0,10544.0,Petrol
629,Maruti Suzuki,Maruti,2011,255000.0,64000.0,Petrol
630,Mahindra Scorpio,Mahindra,2008,300000.0,70000.0,Diesel
631,Hyundai Grand,Hyundai,2014,340000.0,25000.0,Petrol
632,Hyundai Elite,Hyundai,2017,550000.0,15000.0,Petrol
633,Ford Ikon,Ford,2003,60000.0,50000.0,Petrol
636,Toyota Innova,Toyota,2011,750000.0,147000.0,Diesel
637,Nissan Sunny,Nissan,2011,230000.0,52000.0,Petrol
638,Chevrolet Beat,Chevrolet,2012,130000.0,90001.0,Diesel
639,Maruti Suzuki,Maruti,2017,270000.0,21000.0,Petrol
640,Maruti Suzuki,Maruti,2012,280000.0,48006.0,Diesel
641,Maruti Suzuki,Maruti,2012,280000.0,48006.0,Diesel
642,Maruti Suzuki,Maruti,2012,280000.0,48006.0,Diesel
644,Toyota Innova,Toyota,2012,600000.0,80000.0,Diesel
646,Maruti Suzuki,Maruti,2010,190000.0,74000.0,Diesel
647,Hyundai Elite,Hyundai,2015,500000.0,22000.0,Petrol
648,Mahindra XUV500,Mahindra,2016,1065000.0,41000.0,Diesel
649,Volkswagen Polo,Volkswagen,2015,350000.0,25000.0,Diesel
650,Toyota Etios,Toyota,2012,350000.0,85000.0,Diesel
651,Mahindra TUV300,Mahindra,2016,540000.0,29500.0,Diesel
652,Hyundai Elite,Hyundai,2015,470000.0,30000.0,Petrol
653,Hyundai Santro,Hyundai,2014,179000.0,57000.0,Petrol
654,Maruti Suzuki,Maruti,2003,48000.0,60000.0,Petrol
655,Maruti Suzuki,Maruti,2016,650000.0,50000.0,Petrol
656,Hyundai Eon,Hyundai,2013,190000.0,39700.0,Petrol
657,Hyundai Elantra,Hyundai,2012,500000.0,65000.0,Petrol
658,Maruti Suzuki,Maruti,2010,270000.0,67000.0,Diesel
659,Maruti Suzuki,Maruti,2008,125000.0,46000.0,Petrol
660,Hyundai Eon,Hyundai,2012,188000.0,38000.0,Petrol
661,Hyundai Grand,Hyundai,2016,380000.0,27000.0,Petrol
662,Hyundai Verna,Hyundai,2011,365000.0,43000.0,Diesel
663,Ford EcoSport,Ford,2014,465000.0,47000.0,Petrol
664,Hyundai i20,Hyundai,2011,240000.0,42000.0,Petrol
665,Chevrolet Beat,Chevrolet,2016,179999.0,19336.0,Diesel
666,Tata Indica,Tata,2015,140000.0,60105.0,Diesel
667,Jaguar XF,Jaguar,2013,2190000.0,29000.0,Diesel
668,Audi Q5,Audi,2014,2390000.0,34000.0,Diesel
669,BMW 3,BMW,2011,1075000.0,35000.0,Diesel
670,Maruti Suzuki,Maruti,2015,475000.0,22000.0,Petrol
671,BMW X1,BMW,2012,1025000.0,41000.0,Diesel
672,Maruti Suzuki,Maruti,2016,615000.0,21000.0,Diesel
673,Maruti Suzuki,Maruti,2013,475000.0,48000.0,Diesel
674,Maruti Suzuki,Maruti,2016,270000.0,38000.0,Petrol
675,Honda City,Honda,2014,475000.0,34000.0,Diesel
676,Volkswagen Vento,Volkswagen,2011,240000.0,45933.0,Petrol
677,Honda City,Honda,2005,120000.0,68000.0,Petrol
678,Audi A4,Audi,2016,1900000.0,44000.0,Diesel
679,Mahindra KUV100,Mahindra,2017,360000.0,35000.0,Diesel
680,Tata Zest,Tata,2018,450000.0,102563.0,Diesel
681,Mahindra XUV500,Mahindra,2015,900000.0,28600.0,Diesel
682,Maruti Suzuki,Maruti,2017,650000.0,41800.0,Diesel
683,Tata Sumo,Tata,2014,275000.0,116000.0,Diesel
684,Maruti Suzuki,Maruti,2009,210000.0,59000.0,Petrol
685,Mahindra Scorpio,Mahindra,2004,175000.0,58000.0,Diesel
686,Maruti Suzuki,Maruti,2009,85000.0,45000.0,Petrol
687,Mitsubishi Pajero,Mitsubishi,2015,1490000.0,42590.0,Diesel
688,Renault Duster,Renault,2014,800000.0,7400.0,Diesel
689,Volkswagen Jetta,Volkswagen,2009,450000.0,54500.0,Diesel
691,Audi A4,Audi,2013,1510000.0,27000.0,Diesel
692,Volvo S80,Volvo,2015,1850000.0,42000.0,Diesel
693,Toyota Corolla,Toyota,2014,790000.0,29000.0,Petrol
694,Mitsubishi Pajero,Mitsubishi,2015,1725000.0,37000.0,Diesel
695,Chevrolet Beat,Chevrolet,2012,135000.0,36000.0,Petrol
696,BMW X1,BMW,2011,1000000.0,34000.0,Diesel
697,Datsun Redi,Datsun,2018,299999.0,7000.0,Petrol
698,Mercedes Benz,Mercedes,2009,1225000.0,76000.0,Diesel
699,Mahindra Scorpio,Mahindra,2004,175000.0,60000.0,Diesel
700,Volkswagen Vento,Volkswagen,2011,200000.0,95000.0,Diesel
701,Tata Indigo,Tata,2017,270000.0,50000.0,Diesel
703,Honda City,Honda,2006,180000.0,50000.0,Petrol
704,Maruti Suzuki,Maruti,2008,140000.0,68000.0,Petrol
705,Ford EcoSport,Ford,2014,400000.0,16000.0,Petrol
706,Maruti Suzuki,Maruti,2016,499000.0,51000.0,Diesel
707,Maruti Suzuki,Maruti,2009,85000.0,56000.0,Petrol
708,Maruti Suzuki,Maruti,2004,70000.0,100000.0,Petrol
709,Renault Duster,Renault,2015,550000.0,36000.0,Petrol
710,Maruti Suzuki,Maruti,2014,370000.0,11523.0,Petrol
711,Maruti Suzuki,Maruti,2018,690000.0,1000.0,Petrol
712,Honda WR,Honda,2009,250000.0,60000.0,Petrol
713,Tata Indigo,Tata,2016,110000.0,85000.0,Diesel
714,Renault Duster,Renault,2013,490000.0,38600.0,Diesel
715,Mahindra Scorpio,Mahindra,2009,320000.0,95500.0,Diesel
716,Maruti Suzuki,Maruti,2004,68000.0,56000.0,Petrol
717,Maruti Suzuki,Maruti,2014,130000.0,37458.0,Petrol
718,Maruti Suzuki,Maruti,2016,970000.0,85960.0,Diesel
719,Audi A3,Audi,2015,3100000.0,12516.0,Petrol
720,Hyundai Eon,Hyundai,2018,280000.0,35000.0,Petrol
722,Mahindra Scorpio,Mahindra,2008,285000.0,80000.0,Diesel
724,Hyundai Santro,Hyundai,2011,165000.0,45000.0,Petrol
726,Maruti Suzuki,Maruti,2009,250000.0,51000.0,Diesel
727,Mahindra Scorpio,Mahindra,2015,865000.0,30000.0,Diesel
729,Mahindra Xylo,Mahindra,2011,390000.0,48000.0,Diesel
730,Hyundai Santro,Hyundai,2003,60000.0,51000.0,Petrol
731,Chevrolet Beat,Chevrolet,2015,215000.0,90000.0,Diesel
732,Maruti Suzuki,Maruti,2015,475000.0,43000.0,Diesel
733,Mahindra XUV500,Mahindra,2015,899000.0,53000.0,Diesel
734,Toyota Fortuner,Toyota,2013,1499000.0,97000.0,Diesel
735,Maruti Suzuki,Maruti,2013,240000.0,20000.0,Petrol
736,Hyundai Getz,Hyundai,2007,99000.0,55000.0,Petrol
737,Maruti Suzuki,Maruti,2014,260000.0,120000.0,Diesel
739,Hyundai Santro,Hyundai,2007,115000.0,46000.0,Petrol
740,Hyundai Santro,Hyundai,2009,88000.0,43200.0,Petrol
741,Mahindra Xylo,Mahindra,2011,390000.0,56000.0,Diesel
742,Hyundai Santro,Hyundai,2007,135000.0,42000.0,Petrol
743,Tata Indica,Tata,2009,90000.0,30600.0,Diesel
744,Hyundai i10,Hyundai,2011,220000.0,38000.0,Petrol
745,Hyundai Grand,Hyundai,2017,424999.0,2550.0,Petrol
746,Hyundai Santro,Hyundai,2007,135000.0,47000.0,Petrol
747,Honda City,Honda,2005,95000.0,41000.0,Petrol
748,Nissan Micra,Nissan,2017,430000.0,62500.0,Diesel
749,Honda City,Honda,2005,115000.0,68000.0,Petrol
750,Maruti Suzuki,Maruti,2015,215000.0,50000.0,Petrol
751,Maruti Suzuki,Maruti,2004,53000.0,69000.0,Petrol
752,Maruti Suzuki,Maruti,2012,500000.0,48000.0,Diesel
753,Tata Indica,Tata,2012,85000.0,55000.0,Diesel
754,Maruti Suzuki,Maruti,2013,165000.0,25000.0,Petrol
755,Hyundai Eon,Hyundai,2014,200000.0,28400.0,Petrol
756,Hyundai Eon,Hyundai,2014,200000.0,28000.0,Petrol
757,Maruti Suzuki,Maruti,2015,425000.0,42000.0,Diesel
759,Hyundai Verna,Hyundai,2012,600000.0,29000.0,Diesel
760,Chevrolet Tavera,Chevrolet,2005,130000.0,68485.0,Diesel
761,Tata Tiago,Tata,2018,430000.0,3500.0,Petrol
765,Maruti Suzuki,Maruti,2006,71000.0,32000.0,Petrol
766,Mahindra KUV100,Mahindra,2018,560000.0,8000.0,Diesel
767,Ford EcoSport,Ford,2014,590000.0,34000.0,Diesel
769,Ford Fusion,Ford,2007,125000.0,85455.0,Diesel
770,Hyundai Santro,Hyundai,2007,135000.0,46000.0,Petrol
771,Hyundai Santro,Hyundai,2002,60000.0,47000.0,Petrol
772,Fiat Linea,Fiat,2009,120000.0,64000.0,Petrol
773,Ford Ikon,Ford,2008,95000.0,46000.0,Petrol
774,Maruti Suzuki,Maruti,2017,240000.0,8000.0,Petrol
775,Tata Indica,Tata,2012,115000.0,64000.0,Diesel
776,Mahindra Scorpio,Mahindra,2015,795000.0,63000.0,Diesel
777,Hyundai Santro,Hyundai,2007,55000.0,65000.0,Petrol
778,Mahindra Xylo,Mahindra,2009,300000.0,62000.0,Diesel
779,Hyundai Grand,Hyundai,2014,320000.0,41000.0,Petrol
780,Maruti Suzuki,Maruti,2015,265000.0,14000.0,Petrol
781,Toyota Corolla,Toyota,2006,160000.0,40000.0,Petrol
782,Hyundai Eon,Hyundai,2017,300000.0,1600.0,Petrol
783,Tata Sumo,Tata,2010,130000.0,90000.0,Diesel
784,Maruti Suzuki,Maruti,2011,250000.0,58000.0,Diesel
785,Volkswagen Polo,Volkswagen,2013,380000.0,27000.0,Petrol
786,Maruti Suzuki,Maruti,2003,42000.0,60000.0,Petrol
787,Tata Tiago,Tata,2017,400000.0,31000.0,Petrol
788,Maruti Suzuki,Maruti,2009,120000.0,90000.0,Diesel
789,Maruti Suzuki,Maruti,2009,120000.0,90000.0,Diesel
790,Tata Indigo,Tata,2016,130000.0,150000.0,Diesel
791,Chevrolet Beat,Chevrolet,2014,189000.0,31000.0,Diesel
793,Mahindra Xylo,Mahindra,2011,365000.0,43000.0,Diesel
794,Hyundai Eon,Hyundai,2013,170000.0,20000.0,Petrol
804,Tata Sumo,Tata,2013,215000.0,100000.0,Petrol
813,Tata Nano,Tata,2013,60000.0,7000.0,Petrol
814,Hyundai Elite,Hyundai,2017,599999.0,31000.0,Petrol
815,Hyundai i10,Hyundai,2009,400000.0,33000.0,Petrol
816,Hyundai Creta,Hyundai,2016,900000.0,60000.0,Diesel
817,Volkswagen Polo,Volkswagen,2013,299999.0,48000.0,Diesel
818,Maruti Suzuki,Maruti,2014,374999.0,33000.0,Petrol
819,Tata Bolt,Tata,2015,600000.0,15000.0,Petrol
820,Maruti Suzuki,Maruti,2005,70000.0,47000.0,Petrol
821,Maruti Suzuki,Maruti,2005,100000.0,40000.0,Petrol
823,Maruti Suzuki,Maruti,2010,150000.0,38000.0,Diesel
824,Maruti Suzuki,Maruti,2017,225000.0,12500.0,Petrol
825,Maruti Suzuki,Maruti,2009,210000.0,42000.0,Petrol
827,Hyundai i20,Hyundai,2014,425000.0,31000.0,Petrol
828,Maruti Suzuki,Maruti,2008,162000.0,60000.0,Diesel
829,Tata Indica,Tata,2005,60000.0,80000.0,Diesel
830,Mahindra Scorpio,Mahindra,2014,650000.0,77000.0,Diesel
831,Toyota Innova,Toyota,2012,750000.0,75000.0,Diesel
832,Mahindra Xylo,Mahindra,2010,375000.0,40000.0,Diesel
833,Hyundai i20,Hyundai,2011,230000.0,47000.0,Petrol
834,Maruti Suzuki,Maruti,2000,35999.0,60000.0,Petrol
835,Mahindra KUV100,Mahindra,2016,380000.0,26500.0,Petrol
836,Mahindra KUV100,Mahindra,2019,560000.0,2875.0,Petrol
837,Datsun Go,Datsun,2016,285000.0,13900.0,Petrol
838,Ford Endeavor,Ford,2019,2900000.0,9000.0,Diesel
839,Tata Indica,Tata,2005,39999.0,80000.0,Diesel
840,Hyundai Santro,Hyundai,2006,85000.0,60000.0,Petrol
841,Maruti Suzuki,Maruti,2016,395000.0,20000.0,Petrol
842,Maruti Suzuki,Maruti,2008,175000.0,58000.0,Diesel
843,Maruti Suzuki,Maruti,2019,400000.0,1500.0,Petrol
844,Toyota Innova,Toyota,2011,750000.0,75000.0,Diesel
846,Maruti Suzuki,Maruti,2016,250000.0,2450.0,Petrol
847,Maruti Suzuki,Maruti,2019,425000.0,1625.0,Petrol
849,Volkswagen Polo,Volkswagen,2017,525000.0,45000.0,Petrol
850,Mahindra Logan,Mahindra,2009,130000.0,65000.0,Diesel
851,Maruti Suzuki,Maruti,2000,30000.0,33400.0,Petrol
852,Mahindra Scorpio,Mahindra,2011,475000.0,60123.0,Diesel
853,Chevrolet Sail,Chevrolet,2013,300000.0,28000.0,Petrol
855,Hyundai Santro,Hyundai,2003,60000.0,70000.0,Petrol
856,Maruti Suzuki,Maruti,2006,100000.0,7000.0,Petrol
857,Hyundai Eon,Hyundai,2018,260000.0,25000.0,Petrol
858,Tata Manza,Tata,2015,100000.0,100000.0,Diesel
860,Toyota Etios,Toyota,2013,265000.0,42000.0,Petrol
861,Hyundai Getz,Hyundai,2009,115000.0,20000.0,Petrol
862,Toyota Qualis,Toyota,2003,180000.0,100000.0,Diesel
863,Hyundai Santro,Hyundai,2004,45000.0,137495.0,Petrol
864,Tata Indica,Tata,2016,50500.0,91200.0,Diesel
865,Honda City,Honda,2009,270000.0,55000.0,Petrol
866,Tata Zest,Tata,2017,290000.0,120000.0,Diesel
867,Mahindra Quanto,Mahindra,2013,325000.0,63000.0,Diesel
868,Tata Indigo,Tata,2016,160000.0,104000.0,Diesel
869,Maruti Suzuki,Maruti,2016,350000.0,146000.0,Diesel
870,Hyundai Elite,Hyundai,2011,290000.0,40000.0,Petrol
871,Hyundai i20,Hyundai,2011,290000.0,40000.0,Petrol
872,Chevrolet Tavera,Chevrolet,2007,465000.0,100800.0,Diesel
873,Maruti Suzuki,Maruti,2016,325000.0,150000.0,Diesel
874,Hyundai Elite,Hyundai,2018,510000.0,2100.0,Petrol
875,Honda City,Honda,2016,860000.0,95000.0,Petrol
876,Maruti Suzuki,Maruti,2016,450000.0,2500.0,Diesel
877,Hyundai Getz,Hyundai,2006,125000.0,80000.0,Petrol
878,Mercedes Benz,Mercedes,2006,500001.0,15000.0,Petrol
879,Maruti Suzuki,Maruti,2005,95000.0,65000.0,Petrol
880,Maruti Suzuki,Maruti,2009,250000.0,51000.0,Diesel
881,Skoda Fabia,Skoda,2009,110000.0,45000.0,Petrol
883,Maruti Suzuki,Maruti,2011,270000.0,50000.0,Petrol
885,Tata Indica,Tata,2009,110000.0,30000.0,Diesel
886,Toyota Corolla,Toyota,2009,300000.0,132000.0,Petrol
888,Tata Zest,Tata,2018,260000.0,27000.0,Diesel
889,Mahindra Quanto,Mahindra,2013,390000.0,40000.0,Diesel
890,Honda Amaze,Honda,2014,180000.0,41000.0,Petrol
891,Chevrolet Sail,Chevrolet,2014,160000.0,41000.0,Petrol
